Date,NQ=F,RTY=F,GC=F,SI=F,ZN=F
2003-03-26,1.0,1.0,1.0,1.0,1.0
2003-03-27,1.0,1.0,1.0,1.0,1.0
2003-03-28,1.0,1.0,1.0,1.0,1.0
2003-03-31,1.0,1.0,1.0,1.0,1.0
2003-04-01,1.0,1.0,1.0,1.0,1.0
2003-04-02,1.0,1.0,1.0,1.0,1.0
2003-04-03,1.0,1.0,1.0,1.0,1.0
2003-04-04,1.0,1.0,1.0,1.0,1.0
2003-04-07,1.0,1.0,1.0,1.0,1.0
2003-04-08,1.0,1.0,1.0,1.0,1.0
2003-04-09,1.0,1.0,1.0,1.0,1.0
2003-04-10,1.0,1.0,1.0,1.0,1.0
2003-04-11,1.0,1.0,1.0,1.0,1.0
2003-04-14,1.0,1.0,1.0,1.0,1.0
2003-04-15,1.0,1.0,1.0,1.0,1.0
2003-04-16,1.0,1.0,1.0,1.0,1.0
2003-04-17,1.0,1.0,1.0,1.0,1.0
2003-04-21,1.0,1.0,1.0,1.0,1.0
2003-04-22,1.0,1.0,1.0,1.0,1.0
2003-04-23,1.0,1.0,1.0,1.0,1.0
2003-04-24,1.0,1.0,1.0,1.0,1.0
2003-04-25,1.0,1.0,1.0,1.0,1.0
2003-04-28,1.0,1.0,1.0,1.0,1.0
2003-04-29,1.0,1.0,1.0,1.0,1.0
2003-04-30,1.0,1.0,1.0,1.0,1.0
2003-05-01,1.0,1.0,1.0,1.0,1.0
2003-05-02,1.0,1.0,1.0,1.0,1.0
2003-05-05,1.0,1.0,1.0,1.0,1.0
2003-05-06,1.0,1.0,1.0,1.0,1.0
2003-05-07,1.0,1.0,1.0,1.0,1.0
2003-05-08,1.0,1.0,1.0,1.0,1.0
2003-05-09,1.0,1.0,1.0,1.0,1.0
2003-05-12,1.0,1.0,1.0,1.0,1.0
2003-05-13,1.0,1.0,1.0,1.0,1.0
2003-05-14,1.0,1.0,1.0,1.0,1.0
2003-05-15,1.0,1.0,1.0,1.0,1.0
2003-05-16,1.0,1.0,1.0,1.0,1.0
2003-05-19,1.0,1.0,1.0,1.0,1.0
2003-05-20,1.0,1.0,1.0,1.0,1.0
2003-05-21,1.0,1.0,1.0,1.0,1.0
2003-05-22,1.0,1.0,1.0,1.0,1.0
2003-05-23,1.0,1.0,1.0,1.0,1.0
2003-05-26,1.0,1.0,1.0,1.0,1.0
2003-05-27,1.0,1.0,1.0,1.0,1.0
2003-05-28,1.0,1.0,1.0,1.0,1.0
2003-05-29,1.0,1.0,1.0,1.0,1.0
2003-05-30,1.0,1.0,1.0,1.0,1.0
2003-06-02,1.0,1.0,1.0,1.0,1.0
2003-06-03,1.0,1.0,1.0,1.0,1.0
2003-06-04,1.0,1.0,1.0,1.0,1.0
2003-06-05,1.0,1.0,1.0,1.0,1.0
2003-06-06,1.0,1.0,1.0,1.0,1.0
2003-06-09,1.0,1.0,1.0,1.0,1.0
2003-06-10,1.0,1.0,1.0,1.0,1.0
2003-06-11,1.0,1.0,1.0,1.0,1.0
2003-06-12,1.0,1.0,1.0,1.0,1.0
2003-06-13,1.0,1.0,1.0,1.0,1.0
2003-06-16,1.0,1.0,1.0,1.0,1.0
2003-06-17,1.0,1.0,1.0,1.0,1.0
2003-06-18,1.0,1.0,1.0,1.0,1.0
2003-06-19,1.0,1.0,1.0,1.0,1.0
2003-06-20,1.0,1.0,1.0,1.0,1.0
2003-06-23,1.0,1.0,1.0,1.0,1.0
2003-06-24,1.0,1.0,1.0,1.0,1.0
2003-06-25,1.0,1.0,1.0,1.0,1.0
2003-06-26,1.0,1.0,1.0,1.0,1.0
2003-06-27,1.0,1.0,1.0,1.0,1.0
2003-06-30,1.0,1.0,1.0,1.0,1.0
2003-07-01,1.0,1.0,1.0,1.0,1.0
2003-07-02,1.0,1.0,1.0,1.0,1.0
2003-07-03,1.0,1.0,1.0,1.0,1.0
2003-07-07,1.0,1.0,1.0,1.0,1.0
2003-07-08,1.0,1.0,1.0,1.0,1.0
2003-07-09,1.0,1.0,1.0,1.0,1.0
2003-07-10,1.0,1.0,1.0,1.0,1.0
2003-07-11,1.0,1.0,1.0,1.0,1.0
2003-07-14,1.0,1.0,1.0,1.0,1.0
2003-07-15,1.0,1.0,1.0,1.0,1.0
2003-07-16,1.0,1.0,1.0,1.0,1.0
2003-07-17,1.0,1.0,1.0,1.0,1.0
2003-07-18,1.0,1.0,1.0,1.0,1.0
2003-07-21,1.0,1.0,1.0,1.0,1.0
2003-07-22,1.0,1.0,1.0,1.0,1.0
2003-07-23,1.0,1.0,1.0,1.0,1.0
2003-07-24,1.0,1.0,1.0,1.0,1.0
2003-07-25,1.0,1.0,1.0,1.0,1.0
2003-07-28,1.0,1.0,1.0,1.0,1.0
2003-07-29,1.0,1.0,1.0,1.0,1.0
2003-07-30,1.0,1.0,1.0,1.0,1.0
2003-07-31,1.0,1.0,1.0,1.0,1.0
2003-08-01,1.0,1.0,1.0,1.0,1.0
2003-08-04,1.0,1.0,1.0,1.0,1.0
2003-08-05,1.0,1.0,1.0,1.0,1.0
2003-08-06,1.0,1.0,1.0,1.0,1.0
2003-08-07,1.0,1.0,1.0,1.0,1.0
2003-08-08,1.0,1.0,1.0,1.0,1.0
2003-08-11,1.0,1.0,1.0,1.0,1.0
2003-08-12,1.0,1.0,1.0,1.0,1.0
2003-08-13,1.0,1.0,1.0,1.0,1.0
2003-08-14,1.0,1.0,1.0,1.0,1.0
2003-08-15,1.0,1.0,1.0,1.0,1.0
2003-08-18,1.0,1.0,1.0,1.0,1.0
2003-08-19,1.0,1.0,1.0,1.0,1.0
2003-08-20,1.0,1.0,1.0,1.0,1.0
2003-08-21,1.0,1.0,1.0,1.0,1.0
2003-08-22,1.0,1.0,1.0,1.0,1.0
2003-08-25,1.0,1.0,1.0,1.0,1.0
2003-08-26,1.0,1.0,1.0,1.0,1.0
2003-08-27,1.0,1.0,1.0,1.0,1.0
2003-08-28,1.0,1.0,1.0,1.0,1.0
2003-08-29,1.0,1.0,1.0,1.0,1.0
2003-09-01,1.0,1.0,1.0,1.0,1.0
2003-09-02,1.0,1.0,1.0,1.0,1.0
2003-09-03,1.0,1.0,1.0,1.0,1.0
2003-09-04,1.0,1.0,1.0,1.0,1.0
2003-09-05,1.0,1.0,1.0,1.0,1.0
2003-09-08,1.0,1.0,1.0,1.0,1.0
2003-09-09,1.0,1.0,1.0,1.0,1.0
2003-09-10,1.0,1.0,1.0,1.0,1.0
2003-09-11,1.0,1.0,1.0,1.0,1.0
2003-09-12,1.0,1.0,1.0,1.0,1.0
2003-09-15,1.0,1.0,1.0,1.0,1.0
2003-09-16,1.0,1.0,1.0,1.0,1.0
2003-09-17,1.0,1.0,1.0,1.0,1.0
2003-09-18,1.0,1.0,1.0,1.0,1.0
2003-09-19,1.0,1.0,1.0,1.0,1.0
2003-09-22,1.0,1.0,1.0,1.0,1.0
2003-09-23,1.0,1.0,1.0,1.0,1.0
2003-09-24,1.0,1.0,1.0,1.0,1.0
2003-09-25,1.0,1.0,1.0,1.0,1.0
2003-09-26,1.0,1.0,1.0,1.0,1.0
2003-09-29,1.0,1.0,1.0,1.0,1.0
2003-09-30,1.0,1.0,1.0,1.0,1.0
2003-10-01,1.0,1.0,1.0,1.0,1.0
2003-10-02,1.0,1.0,1.0,1.0,1.0
2003-10-03,1.0,1.0,1.0,1.0,1.0
2003-10-06,1.0,1.0,1.0,1.0,1.0
2003-10-07,1.0,1.0,1.0,1.0,1.0
2003-10-08,1.0,1.0,1.0,1.0,1.0
2003-10-09,1.0,1.0,1.0,1.0,1.0
2003-10-10,1.0,1.0,1.0,1.0,1.0
2003-10-13,1.0,1.0,1.0,1.0,1.0
2003-10-14,1.0,1.0,1.0,1.0,1.0
2003-10-15,1.0,1.0,1.0,1.0,1.0
2003-10-16,1.0,1.0,1.0,1.0,1.0
2003-10-17,1.0,1.0,1.0,1.0,1.0
2003-10-20,1.0,1.0,1.0,1.0,1.0
2003-10-21,1.0,1.0,1.0,1.0,1.0
2003-10-22,1.0,1.0,1.0,1.0,1.0
2003-10-23,1.0,1.0,1.0,1.0,1.0
2003-10-24,1.0,1.0,1.0,1.0,1.0
2003-10-27,1.0,1.0,1.0,1.0,1.0
2003-10-28,1.0,1.0,1.0,1.0,1.0
2003-10-29,1.0,1.0,1.0,1.0,1.0
2003-10-30,1.0,1.0,1.0,1.0,1.0
2003-10-31,1.0,1.0,1.0,1.0,1.0
2003-11-03,1.0,1.0,1.0,1.0,1.0
2003-11-04,1.0,1.0,1.0,1.0,1.0
2003-11-05,1.0,1.0,1.0,1.0,1.0
2003-11-06,1.0,1.0,1.0,1.0,1.0
2003-11-07,1.0,1.0,1.0,1.0,1.0
2003-11-10,1.0,1.0,1.0,1.0,1.0
2003-11-11,1.0,1.0,1.0,1.0,1.0
2003-11-12,1.0,1.0,1.0,1.0,1.0
2003-11-13,1.0,1.0,1.0,0.9996244365389996,1.0
2003-11-14,1.0,1.0,1.0,0.9997113087180066,1.0
2003-11-17,1.0,1.0,1.0,0.9894530201840299,1.0
2003-11-18,1.0,1.0,1.0,0.9848498833322196,1.0
2003-11-19,1.0,1.0,1.0,0.9826595990755719,1.0
2003-11-20,1.0,1.0,1.0,0.981118873298699,1.0
2003-11-21,1.0,1.0,1.0,0.9695655915891795,1.0
2003-11-24,1.0,1.0,1.0,0.9850453014962725,1.0
2003-11-25,1.0,1.0,1.0,0.9852208510909094,1.0
2003-11-26,1.0,1.0,1.0,0.9546144601530834,1.0
2003-11-27,1.0,1.0,1.0,1.0,1.0
2003-11-28,1.0,1.0,1.0,1.0,1.0
2003-12-01,1.0,1.0,1.0,0.9385048585207693,1.0
2003-12-02,1.0,1.0,1.0,0.9414193479355567,1.0
2003-12-03,1.0,1.0,1.0,0.9545389224506623,1.0
2003-12-04,1.0,1.0,1.0,0.956836905912567,1.0
2003-12-05,1.0,1.0,1.0,1.0,1.0
2003-12-08,1.0,1.0,1.0,1.0,1.0
2003-12-09,1.0,1.0,1.0,0.9747437814445634,1.0
2003-12-10,1.0,1.0,0.9825532192847438,1.0,1.0
2003-12-11,1.0,1.0,1.0,1.0,1.0
2003-12-12,1.0,1.0,1.0,1.0,1.0
2003-12-15,1.0,1.0,0.9824866414519077,1.0,1.0
2003-12-16,1.0,1.0,1.0,1.0,1.0
2003-12-17,1.0,1.0,1.0,1.0,1.0
2003-12-18,1.0,1.0,1.0,1.0,1.0
2003-12-19,1.0,1.0,1.0,1.0,1.0
2003-12-22,1.0,1.0,1.0,1.0,1.0
2003-12-23,1.0,1.0,1.0,1.0,1.0
2003-12-24,1.0,1.0,1.0,1.0,1.0
2003-12-26,1.0,1.0,1.0,1.0,1.0
2003-12-29,1.0,1.0,1.0,1.0,1.0
2003-12-30,1.0,1.0,0.940788420141659,1.0,1.0
2003-12-31,1.0,1.0,1.0,1.0,1.0
2004-01-02,1.0,1.0,1.0,1.0,1.0
2004-01-05,1.0,1.0,1.0,1.0,1.0
2004-01-06,1.0,1.0,1.0,1.0,1.0
2004-01-07,1.0,1.0,1.0,1.0,1.0
2004-01-08,1.0,1.0,1.0,1.0,1.0
2004-01-09,1.0,1.0,1.0,1.0,1.0
2004-01-12,1.0,1.0,1.0,1.0,1.0
2004-01-13,1.0,1.0,1.0,1.0,1.0
2004-01-14,1.0,1.0,1.0,1.0,1.0
2004-01-15,1.0,1.0,1.0,1.0,1.0
2004-01-16,1.0,1.0,1.0,1.0,1.0
2004-01-19,1.0,1.0,1.0,1.0,1.0
2004-01-20,1.0,1.0,1.0,1.0,1.0
2004-01-21,1.0,1.0,1.0,1.0,1.0
2004-01-22,1.0,1.0,1.0,1.0,1.0
2004-01-23,1.0,1.0,1.0,1.0,1.0
2004-01-26,1.0,1.0,1.0,1.0,1.0
2004-01-27,1.0,1.0,1.0,1.0,1.0
2004-01-28,1.0,1.0,1.0,1.0,1.0
2004-01-29,1.0,1.0,1.0,1.0,1.0
2004-01-30,1.0,1.0,1.0,1.0,1.0
2004-02-02,1.0,1.0,1.0,1.0,1.0
2004-02-03,1.0,1.0,1.0,1.0,1.0
2004-02-04,1.0,1.0,1.0,1.0,1.0
2004-02-05,1.0,1.0,1.0,1.0,1.0
2004-02-06,1.0,1.0,1.0,1.0,1.0
2004-02-09,1.0,1.0,1.0,1.0,1.0
2004-02-10,1.0,1.0,1.0,1.0,1.0
2004-02-11,1.0,1.0,1.0,1.0,1.0
2004-02-12,1.0,1.0,1.0,1.0,1.0
2004-02-13,1.0,1.0,1.0,1.0,1.0
2004-02-16,1.0,1.0,1.0,1.0,1.0
2004-02-17,1.0,1.0,1.0,1.0,1.0
2004-02-18,1.0,1.0,1.0,1.0,1.0
2004-02-19,1.0,1.0,1.0,1.0,1.0
2004-02-20,1.0,1.0,1.0,1.0,1.0
2004-02-23,1.0,1.0,1.0,1.0,1.0
2004-02-24,1.0,1.0,1.0,1.0,1.0
2004-02-25,1.0,1.0,1.0,1.0,1.0
2004-02-26,1.0,1.0,1.0,1.0,1.0
2004-02-27,1.0,1.0,1.0,1.0,1.0
2004-03-01,1.0,1.0,1.0,1.0,1.0
2004-03-02,1.0,1.0,1.0,1.0,1.0
2004-03-03,1.0,1.0,1.0,1.0,1.0
2004-03-04,1.0,1.0,1.0,1.0,1.0
2004-03-05,1.0,1.0,1.0,1.0,1.0
2004-03-08,1.0,1.0,1.0,1.0,1.0
2004-03-09,1.0,1.0,1.0,1.0,1.0
2004-03-10,1.0,1.0,1.0,1.0,1.0
2004-03-11,1.0,1.0,1.0,1.0,1.0
2004-03-12,1.0,1.0,1.0,1.0,1.0
2004-03-15,1.0,1.0,1.0,1.0,1.0
2004-03-16,1.0,1.0,1.0,1.0,1.0
2004-03-17,1.0,1.0,1.0,1.0,1.0
2004-03-18,1.0,1.0,1.0,1.0,1.0
2004-03-19,1.0,1.0,1.0,1.0,1.0
2004-03-22,1.0,1.0,0.9433267477865693,1.0,1.0
2004-03-23,1.0,1.0,1.0,1.0,1.0
2004-03-24,1.0,1.0,1.0,1.0,1.0
2004-03-25,1.0,1.0,0.941398039801627,1.0,1.0
2004-03-26,1.0,1.0,0.9421338110609262,1.0,1.0
2004-03-29,1.0,1.0,0.9366288412534757,1.0,1.0
2004-03-30,1.0,1.0,0.9307000288119687,1.0,1.0
2004-03-31,1.0,1.0,0.9221157441279036,1.0,1.0
2004-04-01,1.0,1.0,0.9676241227957552,1.0,1.0
2004-04-02,1.0,1.0,1.0,1.0,1.0
2004-04-05,1.0,1.0,1.0,1.0,1.0
2004-04-06,1.0,1.0,0.966285866860357,1.0,1.0
2004-04-07,1.0,1.0,0.9746787395081131,1.0,1.0
2004-04-08,1.0,1.0,1.0,1.0,1.0
2004-04-12,1.0,1.0,0.9700904442192273,1.0,1.0
2004-04-13,1.0,1.0,1.0,1.0,1.0
2004-04-14,1.0,1.0,1.0,1.0,1.0
2004-04-15,1.0,1.0,1.0,1.0,1.0
2004-04-16,1.0,1.0,1.0,1.0,1.0
2004-04-19,1.0,1.0,1.0,1.0,1.0
2004-04-20,1.0,1.0,1.0,1.0,1.0
2004-04-21,1.0,1.0,1.0,1.0,1.0
2004-04-22,1.0,1.0,1.0,1.0,1.0
2004-04-23,1.0,1.0,1.0,1.0,1.0
2004-04-26,1.0,1.0,1.0,1.0,1.0
2004-04-27,1.0,1.0,1.0,1.0,1.0
2004-04-28,1.0,1.0,1.0,1.0,1.0
2004-04-29,1.0,1.0,1.0,1.0,1.0
2004-04-30,1.0,1.0,1.0,1.0,1.0
2004-05-03,1.0,1.0,1.0,1.0,1.0
2004-05-04,1.0,1.0,1.0,1.0,1.0
2004-05-05,1.0,1.0,1.0,1.0,1.0
2004-05-06,1.0,1.0,1.0,1.0,1.0
2004-05-07,1.0,1.0,1.0,1.0,1.0
2004-05-10,1.0,1.0,1.0,1.0,1.0
2004-05-11,1.0,1.0,1.0,1.0,1.0
2004-05-12,1.0,1.0,1.0,1.0,1.0
2004-05-13,1.0,1.0,1.0,1.0,1.0
2004-05-14,1.0,1.0,1.0,1.0,1.0
2004-05-17,1.0,1.0,1.0,1.0,1.0
2004-05-18,1.0,1.0,1.0,1.0,1.0
2004-05-19,1.0,1.0,1.0,1.0,1.0
2004-05-20,1.0,1.0,1.0,1.0,1.0
2004-05-21,1.0,1.0,1.0,1.0,1.0
2004-05-24,1.0,1.0,1.0,1.0,1.0
2004-05-25,1.0,1.0,1.0,1.0,1.0
2004-05-26,1.0,1.0,1.0,1.0,1.0
2004-05-27,1.0,1.0,1.0,1.0,1.0
2004-05-28,1.0,1.0,1.0,1.0,1.0
2004-05-31,1.0,1.0,1.0,1.0,1.0
2004-06-01,1.0,1.0,1.0,1.0,1.0
2004-06-02,1.0,1.0,1.0,1.0,1.0
2004-06-03,1.0,1.0,1.0,1.0,1.0
2004-06-04,1.0,1.0,1.0,1.0,1.0
2004-06-07,1.0,1.0,1.0,1.0,1.0
2004-06-08,1.0,1.0,1.0,1.0,1.0
2004-06-09,1.0,1.0,1.0,1.0,1.0
2004-06-10,1.0,1.0,1.0,1.0,1.0
2004-06-11,1.0,1.0,1.0,1.0,1.0
2004-06-14,1.0,1.0,1.0,1.0,1.0
2004-06-15,1.0,1.0,1.0,1.0,1.0
2004-06-16,1.0,1.0,1.0,1.0,1.0
2004-06-17,1.0,1.0,1.0,1.0,1.0
2004-06-18,1.0,1.0,1.0,1.0,1.0
2004-06-21,1.0,1.0,1.0,1.0,1.0
2004-06-22,1.0,1.0,1.0,1.0,1.0
2004-06-23,1.0,1.0,1.0,1.0,1.0
2004-06-24,1.0,1.0,0.9963742381223265,1.0,1.0
2004-06-25,1.0,1.0,0.9951426926977702,1.0,1.0
2004-06-28,1.0,1.0,0.998654529901582,1.0,1.0
2004-06-29,1.0,1.0,1.0,1.0,1.0
2004-06-30,1.0,1.0,1.0,1.0,1.0
2004-07-01,1.0,1.0,0.9994344273465856,1.0,1.0
2004-07-02,1.0,1.0,0.9919871407784733,1.0,1.0
2004-07-05,1.0,1.0,1.0,1.0,1.0
2004-07-06,1.0,1.0,0.9967508128451331,1.0,1.0
2004-07-07,1.0,1.0,0.9974185462633427,1.0,1.0
2004-07-08,1.0,1.0,0.9916766609607925,1.0,1.0
2004-07-09,1.0,1.0,1.0,1.0,1.0
2004-07-12,1.0,1.0,1.0,1.0,1.0
2004-07-13,1.0,1.0,1.0,1.0,1.0
2004-07-14,1.0,1.0,1.0,1.0,1.0
2004-07-15,1.0,1.0,1.0,1.0,1.0
2004-07-16,1.0,1.0,1.0,1.0,1.0
2004-07-19,1.0,1.0,1.0,1.0,1.0
2004-07-20,1.0,1.0,1.0,1.0,1.0
2004-07-21,1.0,1.0,0.9915503023969909,1.0,1.0
2004-07-22,1.0,1.0,0.9935306979034174,1.0,1.0
2004-07-23,1.0,1.0,0.9932641929470459,1.0,1.0
2004-07-26,1.0,1.0,1.0,1.0,1.0
2004-07-27,1.0,1.0,1.0,1.0,1.0
2004-07-28,1.0,1.0,1.0,1.0,1.0
2004-07-29,1.0,1.0,1.0,1.0,1.0
2004-07-30,1.0,1.0,1.0,1.0,1.0
2004-08-02,1.0,1.0,1.0,1.0,1.0
2004-08-03,1.0,1.0,1.0,1.0,1.0
